Nitrogen,Phosphorous,Potassium,Temperature,Rainfall,Humidity,Label
180.21744741925,48.9798509342046,31.0453008932373,24.1938943652253,439.834809563175,64.9852005732114,rice
203.987438149086,41.786374633327,34.6340574006935,26.92876128253,333.719625359406,61.6752808840733,rice
192.416957646825,42.5947113763292,40.9203741869049,28.5784793755645,296.348587412909,66.0952010095969,rice
201.499863608143,30.9877253800952,34.8786103814073,29.7271945472192,250.229841920493,64.6012970814098,rice
194.509642420958,41.3212637624191,47.3811425166761,27.621871075717,353.584782267477,61.0028842314747,rice
166.187788595141,36.1224894494445,47.704964761454,23.5879975573684,293.355522160245,68.9074844187425,rice
200.431506794303,41.4752064583706,45.8847232771206,32.8202570503283,422.619856532404,65.1922746311829,rice
169.680329511566,34.1644643937702,42.4984971691008,30.9331196980474,310.635282740236,70.8433522374285,common beans
203.521288799198,42.2048923131455,43.297614415823,30.1822125783795,283.181730018052,70.1550478564033,rice
167.012572861125,38.9434820641021,38.1835428873421,32.3327074672649,237.484187830738,63.2135850642407,rice
191.722195636575,36.6842535188967,31.1967283632565,32.9113940462709,234.991352433797,67.0979720271425,rice
145.866565960404,38.2839841745669,39.8723548918321,33.0728002358733,451.243528414695,68.1870758999135,rice
202.051604435113,46.0619397652973,50.9002004252732,30.2046506322794,275.35791241164,64.4006782980953,rice
166.831627229487,42.2003946185809,37.5420845555404,28.8357779731848,456.641778251741,63.4588263187916,common beans
182.216159503087,44.1401410215641,45.3560551608483,24.1799826670738,402.313673368049,66.7216233531419,rice
183.076610257765,46.4692064336934,46.7341931894026,25.0754904649412,352.882546218645,61.7518869151598,rice
161.487749639903,33.9809790139282,30.7693834433112,22.4869060113798,410.91184962195,67.1381187787977,rice
184.801275772849,32.1091735424227,47.6273175096822,28.1179383650386,308.105196348308,66.0306206909534,rice
195.600074271407,36.8917845879492,39.5264120734365,31.6135389021538,238.10649127536,68.0686815156147,rice
159.971031178662,46.1430275084407,40.0693398386609,21.5574005370559,336.355549663671,58.6159626265943,rice
184.666085024399,40.0400062144729,41.1322596646692,22.7778948123764,333.958950895439,71.4112894771677,rice
186.191129785458,44.0753454397313,36.7151732043723,32.7605430536414,228.947405574324,69.8722505356046,rice
177.675937150202,33.5915548928547,44.8297275693242,26.1801065815883,392.386350905302,62.3591709600767,rice
181.723229954406,44.5148550433722,41.2889808954552,31.1151411036724,367.615235383366,60.1765882188471,rice
-164.205382923227,47.736522386593,-186.863742173005,31.30572166031,517.021223164713,39.4542863337007,rice
176.970542832052,48.6846399333131,45.3936075436773,25.1255982554169,287.25341371735,62.1013954373913,rice
164.157856805466,38.3366043877226,37.2616967765725,27.3171337131043,424.96040439748,69.0231151630987,rice
173.612611699924,41.0664312021766,45.5066127035288,23.7027453299601,214.32522386751,65.1093915584133,rice
170.142230067298,35.3912036813249,41.7308009887054,28.5951803455248,386.024843509619,71.6814369507485,rice
148.877195452399,43.2772252796467,42.2011079599693,24.6776062479627,449.036870515409,60.5733456727029,ginger
175.914692325365,38.304975635787,43.8227511110496,25.4718396365088,289.60172234559,67.6365883532207,rice
144.28344228839,38.6005160712454,34.0281300126832,26.6986107016703,284.14178558229,63.5507713442865,rice
232.314905985463,103.688725842967,-57.9769076489099,-10.1003703963508,528.1573194237,44.8469283692935,rice
174.488591662035,35.9401518436279,35.498099224779,21.16438101008,304.504146522775,64.1248421628945,rice
158.375495227541,34.5973203865208,37.2878568905548,25.3707743093454,296.313128879685,68.173507274399,rice
196.762615429385,42.1811460217947,47.6323250571126,27.9121856336599,322.742579964755,67.7841659928325,rice
188.307999218475,43.0913677183306,41.9097848555575,22.7209431616514,377.399566400991,65.0799184405253,rice
182.974741847145,39.8393626877642,40.2305899886852,24.6268286297475,458.210113322677,60.8356656438261,rice
168.238782219895,37.4188083067279,42.3772441013867,31.1868306065609,284.652693435058,67.45414153344,rice
165.588937048678,36.0962242153459,35.7223295719032,29.2452043139985,369.462769174292,61.1528756486932,rice
154.870685594935,36.9847210544996,37.3384747959751,32.2929395166835,269.062686881178,63.9621236605,rice
178.856838649332,39.4635687762981,42.2977762558948,31.0705112015906,255.734948226615,63.4142621471252,rice
154.05719484587,33.8419716536955,35.7182210258821,22.0387514792714,372.877815534726,64.3092081823654,rice
158.719098719004,35.036794770671,31.0713312549673,23.4506246599333,476.117374955106,70.2310853653134,sugarcane
155.221481294991,41.8572844452343,37.8857962286452,29.4053629353422,388.666454404345,68.5072427798232,rice
168.753558963848,37.8363703123453,42.45042619735,24.6580473917914,445.515334170719,65.1586523418383,wheat
399.649586568096,100.899397514635,91.886044577415,3.27480100246433,76.0246631737909,66.6323834833197,rice
199.409326601415,33.3023449517188,31.8228440184586,32.9072166303222,436.334054727825,60.7675518316634,rice
166.714423151095,36.6644543548554,39.5259050272661,22.8470902460412,363.860503446424,69.8410293796632,wheat
191.729077524553,40.1625163900529,38.1109914766332,27.9066403400605,236.310649961508,68.594517742844,rice
154.674613602357,47.8909516990733,41.0126715001487,28.5215352587662,451.419435341148,61.77917167761,rice
151.930592825065,81.6915807590766,206.122719276609,44.2394585426388,795.708616368626,94.0034117171295,rice
152.396210694897,36.8324013999953,46.7478077636259,26.5829813210836,268.671479772627,59.7803009848692,rice
142.526658984362,33.2090421005827,51.0324901929564,33.2304611900502,274.239074860679,67.8275856849289,rice
171.601532363768,39.5582700919203,28.577227118487,21.6818598793071,434.863545488159,69.8579008328709,rice
139.605369654855,40.6090567737319,44.3538647880993,21.195074452712,406.077821916874,69.3032412793513,rice
186.357830482236,40.4728330741624,34.3270557720637,26.908624636798,395.708081397954,72.7283891042778,common beans
179.453769247384,45.8636279986952,42.6277507840896,28.9295215031413,459.558925077674,63.8871027221485,rice
197.967174388985,38.9298237186907,41.6812071682987,21.1405425740882,354.639098008602,70.378100771558,rice
168.68039829409,44.4137344441144,32.1795951126416,23.1132578047918,402.886429685044,62.4562265839031,rice
190.464873834046,43.1416181437555,41.6376670400362,27.4751278167067,394.889298398943,66.9930228754227,rice
179.838485000061,38.9035814120674,35.1666535867954,31.4960144331241,345.849861242169,64.3398362523152,rice
201.397867395856,41.4714752721431,32.346655394287,23.8835280818217,234.5496326918,69.0676700107123,potato
169.020837102732,39.8172921066775,36.7238013447549,21.6829738685644,421.297571547448,61.8097185213354,rice
